title,summary,date,link,type,source,date_parsed
Одежда для школьных балов за год подорожала в среднем на 11%,Сильнее всего выросли цены на праздничные банты и мужские костюмы,2023-5-23,https://www.kp.ru/daily/27506/4767125/?from=twall,Экономика: ДЕНЕЖКИ,kp,2023-05-23 23:53:54.401458
"Речпехи, а не морпехи: Зачем Зеленский объявил о создании Корпуса морской пехоты на Украине",Зеленский объявил о решении создать Корпус морской пехоты на Украине,2023-5-23,https://www.kp.ru/daily/27506/4767086/?from=twall,Интересное,kp,2023-05-23 23:53:54.401459
Минобороны России заявило об уничтожении 70 украинских боевиков в Белгородской области,Бежавших на технике украинских националистов добивали силами авиации и артиллерии,2023-5-23,https://www.kp.ru/daily/27506/4767102/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401460
«Нейросеть сгенерировала изображение идеального мужчины?»: Павел Дуров взбудоражил подписчиков откровенными фото,Павел Дуров опубликовал новые фото и назвал самодисциплину ключом к богатству и счастью,2023-5-23,https://www.kp.ru/daily/27506/4767050/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401462
"Политолог Энрике Рефойо: Все больше испанцев спрашивают, зачем мы отправляем оружие на Украину, когда у нас у самих угроза с юга","Известный испанский публицист рассказал «Комсомолке» об антироссийской пропаганде в Европе, климатических изменениях и возможности выхода пиренейской страны из ЕС",2023-5-23,https://www.kp.ru/daily/27506/4767046/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401463
Дмитрий Песков объяснил слияние двух управлений Администрации президента оптимизаций,Официальный представитель Кремля - с политическим обозревателем KP.RU Александром Гамовым,2023-5-23,https://www.kp.ru/daily/27506/4767054/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401464
"Колокольцев заявил, что Запад насыщает мир ракетными комплексами","Прикрываясь «украинской помощью», западные спецслужбы фактически проводят спецоперации по нелегальным поставкам оружия, в том числе переносимых зенитных и противотанковых ракетных комплексов",2023-5-23,https://www.kp.ru/daily/27506/4767049/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401465
"Миллиардер Джефф Безос сыграл помолвку с любовницей, разрушившей его 25-летний брак",Американскую телеведущую Лорен Санчес заметили с обручальным кольцом,2023-5-23,https://www.kp.ru/daily/27506/4767010/?from=twall,Звезды: любовь,kp,2023-05-23 23:53:54.401466
Депутаты Думы единогласно решили запретить проезд польских фур по России,"Спикер Вячеслав Володин предложил властям Варшавы вернуть послевоенные польские территории, «если их что-то не устраивает»",2023-5-23,https://www.kp.ru/daily/27506/4766990/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401467
В Ростовской области прошло награждение добровольцев из отряда «Барс»,В торжественной обстановке военнослужащие получили боевые ордена и медали,2023-5-23,https://www.kp.ru/daily/27506/4766892/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401468
Геннадий Онищенко о тайном изъятии органов из тел солдат ВСУ украинской медслужбой: Это преступление международного масштаба,"Академик РАН, экс-главгоссанврач РФ прокомментировал политическому обозревателю KP.RU Александру Гамову пугающие сообщения",2023-5-23,https://www.kp.ru/daily/27506/4766851/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401469
Зачем Украина послала своих террористов в Белгородскую область: Бесчеловечный план Зеленского,В Белгородской области продолжается зачистка территории от украинской ДРГ,2023-5-23,https://www.kp.ru/daily/27506/4766877/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401470
Расширение авиасообщения и возращение в Россию китайских туристов: Мишустин начал свой первый визит в КНР,"Мишустин уверен, что объем товарооборота между Россией и Китаем вырастет до 200 млрд долларов в 2023 году",2023-5-23,https://www.kp.ru/daily/27506/4766791/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401472
"Киев потерял в Артемовске втрое больше людей, чем СССР за десять лет Афгана: Зеленский мечтал выйти к границам России, но потерпел крах","Эдуард Басурин: Зеленский положил в боях за Артемовск от 40 до 55 тысяч человек, но все равно проиграл",2023-5-23,https://www.kp.ru/daily/27505/4766674/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401473
Джоан Коллинз: «Меня называли самой плохой девочкой Британии и расфуфыренной пантерой!»,Звезде сериала «Династия» и легенде Голливуда исполняется 90 лет,2023-5-23,https://www.kp.ru/daily/27505/4766377/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401474
Последние новости о ситуации вокруг Украины на 23 мая 2023 года: Как уничтожают диверсантов на Белгородщине и почему Запад теряет веру в ВСУ,Мы собрали последние новости о происходящем вокруг Украины на 23 мая 2023,2023-5-23,https://www.kp.ru/daily/27505/4766702/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401475
Украинский нацист по кличке Фриц получил пожизненный срок,"В ДНР вынесен приговор военнослужащему полка «Азов», который расстрелял пленного российского военнослужащего",2023-5-22,https://www.kp.ru/daily/27506/4766909/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401476
Военная спецоперация на Украине 23 мая 2023: прямая онлайн-трансляция,Сайт KP.RU в онлайн-режиме публикует последние новости о военной спецоперации России на Украине на 23 мая 2023 года,2023-5-22,https://www.kp.ru/daily/27505/4766730/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401477
Герой спецоперации «Z» рядовой Сапунов одним выстрелом уничтожил склад ВСУ,Детонация склада ракетно-артиллерийского вооружения привела к уничтожению трех автомобилей противника,2023-5-22,https://www.kp.ru/daily/27505/4766642/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401478
"Умерла звезда фильма ""Гостья из будущего""","Умерла тяжелобольная актриса Мария Стерникова, сыгравшая в ""Гостье из будущего""",2023-5-22,https://www.kp.ru/daily/27505/4766728/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401479
"Появились подробности трагической смерти в самолете мужа Дианы Гурцкая: ""Приступ эпилепсии""","Муж Дианы Гурцкая перед смертью интенсивно худел, чтобы быть молодым и красивым",2023-5-22,https://www.kp.ru/daily/27505/4766699/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401481
"Ирина Дубцова попала в больницу: «Заглушила болезнь, но набрала вес. Я так плакала!»",Певица Ирина Дубцова рассказала о госпитализации и лечении из-за которого поправилась,2023-5-22,https://www.kp.ru/daily/27505/4766718/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401482
"Максим Галкин* ответил актрисе Татьяне Васильевой на оскорбления: ""Бог вам судья""","Артистка утверждает, что пятый муж Аллы Пугачевой давно хотел уехать из России",2023-5-22,https://www.kp.ru/daily/27505/4766670/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401483
"«Прощай, друг! Ты ушел из жизни на небе»: Малышева, Безрукова, Малахов поддерживают Диану Гурцкая после смерти мужа","Телеведущая Елена Малышева пообещала, что будет помогать жене и сыну Петра Кучеренко",2023-5-22,https://www.kp.ru/daily/27505/4766691/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401484
"Юлия Меньшова рассказала о здоровье мужа Игоря Гордина: ""Таблетки не помогают""","Юлия Меньшова рассказала о том, что ее мужу Игорю Гордину не помогают таблетки из-за редкого заболевания",2023-5-22,https://www.kp.ru/daily/27505/4766616/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401485
Внезапная смерть мужа Дианы Гурцкая после долгого перелета: Кто в зоне риска и как защититься,"После смерти мужа Дианы Гурцкая, который скончался в дальнем перелете с Кубы, у многих возникли вопросы о безопасности таких путешествий",2023-5-22,https://www.kp.ru/daily/27505/4766690/?from=twall,Красота и здоровье,kp,2023-05-23 23:53:54.401486
Эрдоган стал еще ближе к победе на выборах президента Турции: у него появился важный союзник,Выбывший из президентской гонки в Турции Синан Оган призвал своих избирателей проголосовать за действующего президента Турции,2023-5-22,https://www.kp.ru/daily/27505/4766666/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401487
"""Хаймарсы"" мажут, ""Патриоты"" горят: Как русские инженеры и солдаты развенчали непобедимость оружия НАТО",Военный обозреватель Виктор Баранец рассказал о победах российских инженеров и солдат над лучшим оружием НАТО на Украине,2023-5-22,https://www.kp.ru/daily/27505/4766584/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401488
Более 2500 экспертов примут участие во II Евразийском экономическом форуме,Мероприятие проводится в рамках председательства России  в органах ЕАЭС в 2023 году,2023-5-22,https://www.kp.ru/daily/27505/4766664/?from=twall,Экономические форумы в России,kp,2023-05-23 23:53:54.401489
Адаптацию к изменениям климата обсудят на X Невском экологическом конгрессе,Конгресс площадкой для такого плодотворного и эффективного диалога и поднимет ключевые темы сотрудничества для достижения общих целей,2023-5-22,https://www.kp.ru/daily/27505/4766660/?from=twall,Экономические форумы в России,kp,2023-05-23 23:53:54.401491
Режиссер Антон Яковлев сменил пол страннице Фёклуше,В обновленном Театре им. Гоголя вышел спектакль «Гроза. Искушение» по пьесе Александра Островского,2023-5-22,https://www.msk.kp.ru/daily/27505/4766629/?from=twall,Культура,kp,2023-05-23 23:53:54.401492
Самые неадекватные поступки объявленного в розыск Алексея Панина: Как звезда «Жмурок» докатился до оправдания терроризма,"Четвероногий друг, публичная мастурбация, драка с Никитой Пресняковым, ночевки в подъезде, наркотики",2023-5-22,https://www.kp.ru/daily/27505/4766611/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401493
"Васильева раскрыла гадкие слова Хаматовой про Россию: «Сказала, что поубивала бы всех здесь»",Актриса призвала не пускать уехавших деятелей культуры обратно в страну,2023-5-22,https://www.kp.ru/daily/27505/4766615/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401494
"Ветеран Афганистана покорил Эверест, несмотря на ампутированные конечности","Непалец поднялся на самую высокую точку мира, став третьим, кто сделал это в протезах",2023-5-22,https://www.kp.ru/daily/27505/4766552/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401495
"Татьяна Васильева жестко прошлась по Собчак: «Она ведьма, не любит ни страну, ни людей»","Актриса напомнила, как телеведущая пыталась сбежать за границу",2023-5-22,https://www.kp.ru/daily/27505/4766588/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401496
В России предложили ввести шестидневную рабочую неделю. Примут ли предложение,80% россиян выступили против увеличения рабочих дней до шести,2023-5-22,https://www.kp.ru/daily/27505/4766560/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401497
"Оговорка, блеф или шаг к ядерной войне: заявления США ведут к эскалации конфликта на Украине",Ответ России оказался предельно жестким,2023-5-22,https://www.kp.ru/daily/27505/4766555/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401499
Российский газ снова пойдет в Европу? Но только теперь – гораздо дороже,"Аналитик Юшков рассказал, что Европа нуждается в газе из России",2023-5-22,https://www.kp.ru/daily/27505/4766518/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401500
Уголовную ответственность за легкие и средние преступления могут отменить. Но только если они совершены впервые,Владимир Путин и председатель ВС Лебедев обсудили вопрос гуманизации законодательства,2023-5-22,https://www.kp.ru/daily/27505/4766531/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401501
Вскрылась правда о русской любовнице Билла Гейтса: миллиардера шантажировали за измены с красавицей из России,Миллиардер познакомился с Милой Антоновой на соревнованиях по бриджу,2023-5-22,https://www.kp.ru/daily/27505/4766467/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401502
Украина ответила информационной атакой на освобождение Артемовска: Правда о диверсионной группе ВСУ в Белгородской области,"Это ведь гораздо безопаснее, чем если идти в атаку на позиции российских военных",2023-5-22,https://www.kp.ru/daily/27505/4766447/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401503
"«Все, похоронила себя в Израиле»: Татьяна Васильева объяснила бегство Пугачевой из России глупостью",Актриса жестко высказалась об уехавшей певице и ее муже Максиме Галкине*,2023-5-22,https://www.kp.ru/daily/27505/4766520/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401504
Зеленский трижды опозорился на саммите G7: неадекватные выходки киевского лидера поразили весь мир,На саммите G7 глава незалежной отличился неадекватными поступками,2023-5-22,https://www.kp.ru/daily/27505/4766482/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401506
Минобороны России заявило о результативном ударе по аэродрому «Днепр»,"По предварительной информации, за ночь на украинском военном объекте были уничтожены самолеты и ракетное вооружение стран НАТО",2023-5-22,https://www.kp.ru/daily/27505/4766497/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401507
"Дмитрий Песков объяснил, почему российское общество не раскололось под давлением «антипутинской» пропаганды",Дмитрий Песков: Уровень консолидации общества вокруг Владимира Путина высокий,2023-5-22,https://www.kp.ru/daily/27505/4766473/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401508
"Изменились до неузнаваемости: Как выглядели Петросян, Гузеева, Малахов и другие телеведущие до больших денег и славы",Как популярные телеведущие держат рабочую форму с прошлого века и до сегодняшнего дня,2023-5-22,https://www.kp.ru/daily/27505/4766438/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401509
Молитвы во славу Люцифера и извращенные гомосексуальные мессы: в США набирают популярность шабаши сатанистов,"Церковь Сатаны зарегистрирована в городе Салем, где когда-то прошел известный процесс над «ведьмами»",2023-5-22,https://www.kp.ru/daily/27505/4766437/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401510
Песни нашего окопа: Что поют солдаты по обе стороны передовой,"Это было особое редакционное задание военкору Дмитрию Стешину – выяснить, какую музыку слушают бойцы-участники СВО со своих телефонов и портативных колонок",2023-5-22,https://www.kp.ru/daily/27505/4766416/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401511
ПСБ провел в ДНР первые операции по выдаче наличных на кассах торговых точек,Новый сервис запустили в крупнейшей сети автозаправочных станций республики,2023-5-22,https://www.kp.ru/daily/27505/4766396/?from=twall,Экономика: ДЕНЕЖКИ,kp,2023-05-23 23:53:54.401512
Блогерша Лерчек заняла у друзей и вернула государству 311 миллионов налогов: закроют ли уголовное дело?,"Блогер Лерчек и ее муж полностью погасили долг по налогам, для этого они заняли 311 миллионов рублей",2023-5-22,https://www.kp.ru/daily/27505/4766380/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401513
Способные нести ядерное оружие «Искандеры» подготовили к эксплуатации в условиях высоких температур,Ракета может поразить цель большой площади,2023-5-22,https://www.kp.ru/daily/27505/4766381/?from=twall,Армия и безопасность,kp,2023-05-23 23:53:54.401515
В Оренбургской области поймали диверсанта завербованного СБУ,"У террориста изъята переписка с сотрудниками украинской спецслужбы, которые велели ему поджечь военный комиссариат, отдел ФСБ России и автоматику системы безопасности железной дороги",2023-5-22,https://www.kp.ru/daily/27505/4766304/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401516
В России украинского шпиона Андрея Петкевича приговорили к 16 годам лишения свободы,Пособник киевского режима проведет 16 лет в колониях строго режима,2023-5-22,https://www.kp.ru/daily/27506/4766869/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401517
Американцев косит страшная болезнь - эпидемия расстрелов,Причиной ее стало огромное количество стволов на руках у населения и психиатрические проблемы общества,2023-5-22,https://www.kp.ru/daily/27505.5/4766163/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401518
"Последние новости о ситуации вокруг Украины на 22 мая 2023 года: Как Зеленский запутался с Артемовском, на что жалуется Мельник и какой прогноз на Одессу",Мы собрали последние новости о происходящем вокруг Украины на 22 мая 2023,2023-5-22,https://www.kp.ru/daily/27505.5/4766131/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401519
На фруктах и рыбе экономить нельзя: каких продуктов не хватает в рационе россиян и как это отражается на нашем здоровье,"Россияне употребляют слишком много соли, сахара и жиров — рассказываем, чем это опасно и как этого избежать",2023-5-22,https://www.kp.ru/daily/27505.5/4766123/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401520
"Ольга Бузова призналась, что уже два года живет без секса",37-летняя певица никак не может найти мужчину своей мечты,2023-5-21,https://www.kp.ru/daily/27505/4766175/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401521
Слишком откровенное платье Ирины Шейк лишило дара речи гостей Каннского фестиваля,Модель похвасталась изумительной фигурой,2023-5-21,https://www.kp.ru/daily/27505/4766174/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401522
Военная спецоперация на Украине 22 мая 2023: прямая онлайн-трансляция,Сайт KP.RU в онлайн-режиме публикует последние новости о военной спецоперации России на Украине на 22 мая 2023 года,2023-5-21,https://www.kp.ru/daily/27505.5/4766149/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401523
Герой спецоперации «Z» младший сержант Камнев вскрыл с воздуха резервы врага,"В ходе доразведки с помощью квадрокоптера воин передал в штаб координаты боевой техники противника, а во время артиллерийского налета корректировал удары до ее полного уничтожения",2023-5-21,https://www.kp.ru/daily/27505.5/4766143/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401524
«Мы погибли!»: Диана Гурцкая безутешна после смерти мужа,Друг семьи рассказал о тяжелом состоянии Дианы Гурцкая после смерти мужа Петра Кучеренко,2023-5-21,https://www.kp.ru/daily/27505.5/4766158/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401526
«Разнесет Байдена в дебатах»: Сможет ли экс-ведущий Fox News Такер Карлсон стать президентом США,Экс-ведущего Fox News Такера Карлсона предложили выдвинуть в президенты США,2023-5-21,https://www.kp.ru/daily/27505.5/4766115/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401527
"Значение освобождения Артемовска: Как ""Бахмутская мясорубка"" перемолола попытки наступления ВСУ","Владимир Рогов считает, что после освобождения российскими бойцами Артемовска ВСУ попробуют устроить провокации на Запорожском направлении",2023-5-21,https://www.kp.ru/daily/27505.5/4766109/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401528
Что будет после освобождения Артемовска и какую новую тактику применяет Россия,"Подполковник ЛНР Марочко предположил, что Украина будет пытаться скрыть причины и масштаб своего поражения в Артемовске",2023-5-21,https://www.kp.ru/daily/27505.5/4766091/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401529
"Лютый смог, много водки и гопников, медведи в аэропорту: Как Россию показывают в мультфильмах «Симпсоны», «Южный парк», «Гриффины» и других","Американские сценаристы или не хотят погружаться в матчасть, или нагло халтурят",2023-5-21,https://www.kp.ru/daily/27505.5/4766077/?from=twall,Культура,kp,2023-05-23 23:53:54.401530
Что произошло после освобождения Артемовска Россией,Минобороны России подтвердило освобождение Артемовска,2023-5-21,https://www.kp.ru/daily/27505.5/4766062/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401531
Когда придет конец Украины и погибнет демократия в США: Хиллари Клинтон выступила с полным тревоги заявлением,Клинтон: победа Трампа в 2024 году уничтожит Украину и демократию в США,2023-5-21,https://www.kp.ru/daily/27505.5/4766054/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401533
"""Бились за каждый дом, подъезд и уголок"": экс-мэр Читы, ушедший в зону СВО, об освобождении Артемовска","Александр Сапожников, экс-мэр, ушедший добровольцем, прокомментировал освобождение Артемовска",2023-5-21,https://www.kp.ru/daily/27505.5/4766059/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401534
"Минобороны России сообщило, что Артемовск взят, а подходы к нему блокированы",За сутки наши воины ликвидировали более 430 наемников киевского режима и 10 диверсионно-разведывательных групп ВСУ,2023-5-21,https://www.kp.ru/daily/27505.5/4766060/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401535
Грузинский бумеранг: Критика Саломе Зурабишвили в адрес России обернулась для нее грандиозным скандалом,Президент Georgian Airways потребовал извинений от президента Зурабишвили после слов о полетах в Россию,2023-5-21,https://www.kp.ru/daily/27505.5/4766050/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401536
"«Есть сомнения? Кушай вафли с пельменями!» Россияне атаковали соцсети Джейсона Стейтема, перегрузив аккаунт вымышленными цитатами","Британского актера почитают в России за то, что он не говорил",2023-5-21,https://www.kp.ru/daily/27505.5/4766040/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401537
"«Боже, дай мне сил»: Канал отключенной от счетов Елены Блиновской опять клянчит деньги у подписчиков",В канале Елены Блиновской появилась свежая странная запись,2023-5-21,https://www.kp.ru/daily/27505.5/4766029/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401538
История любви Дианы Гурцкая и Петра Кучеренко: Незрячая певица покорила мужа внутренней чистотой и он окружил ее облаком заботы,"На первом свидании она стеснялась при нем есть, а он водил ее в кино и пересказывал фильм.  Не стало мужа Дианы Гурцкая  Петра Кучеренко",2023-5-21,https://www.kp.ru/daily/27505.5/4766014/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401539
Зеленский на G7 признал правду про Артемовск прямо при Байдене,Зеленскому пообещали истребители F-16 и забыть про НАТО,2023-5-21,https://www.kp.ru/daily/27505.5/4765990/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401540
Три этих упражнения помогут снять головную боль: 20 минут - и вы снова полны сил,Психолог Сычева перечислила три упражнения для борьбы с головной болью,2023-5-21,https://www.kp.ru/daily/27505.5/4765996/?from=twall,Красота и здоровье,kp,2023-05-23 23:53:54.401541
Россия готовит решительный ответ на русофобию Польши: Варшава потеряет миллионы евро,"Володин сообщил, что Совет Госдумы 22 мая обсудит меры против антироссийской политики Польши",2023-5-21,https://www.kp.ru/daily/27505.5/4765982/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401542
"Стало плохо в самолете с Кубы: Что известно про умершего мужа Дианы Гурцкая, замминистра науки Петра Кучеренко","Замминистра науки Петр Кучеренко умер, возвращаясь с делегацией с Кубы",2023-5-21,https://www.kp.ru/daily/27505.5/4765959/?from=twall,ОСОБЫЙ СЛУЧАЙ,kp,2023-05-23 23:53:54.401544
"Передается ли вирус при маникюре, лечении у стоматолога и через зубную щетку: Как россияне чаще всего заражаются ВИЧ",Академик РАН Вадим Покровский назвал три основных способа заражения ВИЧ в России,2023-5-21,https://www.kp.ru/daily/27505.5/4765842/?from=twall,Красота и здоровье,kp,2023-05-23 23:53:54.401545
"Последние новости о ситуации вокруг Украины на 21 мая: США расширили антироссийские санкции на коляски для кукол и солнцезащитные очки, определилась страна, которая первой начнет поставлять Киеву F-16",Мы собрали последние новости вокруг Украины на 21 мая,2023-5-21,https://www.kp.ru/daily/27505.5/4765899/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401546
"«Никому не нужна»: Рената Литвинова появилась на Каннском фестивале, но фотографы ее проигнорировали",Актриса посетила премьеру фильма «Зона интересов»,2023-5-20,https://www.kp.ru/daily/27505.5/4765909/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401547
Ирина Шейк оголила грудь на красной дорожке Каннского фестиваля,Супермодель пришла на премьеру фильма «Убийцы цветочной луны»,2023-5-20,https://www.kp.ru/daily/27505.5/4765907/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401548
Бахмут стал Артемовском! Что будет дальше,"Минобороны РФ сообщило, что город полностью освобожден от формирований киевского режима",2023-5-20,https://www.kp.ru/daily/27505.5/4765852/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401549
«Фортеця Бахмут»* пала. Сломан ли вместе с ней хребет ВСУ? Разбирается военкор Стешин,Военкор KP.RU Дмитрий Стешин попробовал разобраться в плодах этой важной для нас Победы и унизительного поражения противника,2023-5-20,https://www.kp.ru/daily/27505.5/4765874/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401550
"На посадке «Черешневого леса» ждали Филиппа Киркорова, но он не пришел",21 мая в парке «Динамо» около стадиона «ВТБ Арена» сажали вишню,2023-5-20,https://www.kp.ru/daily/27505.5/4766160/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401551
Военная спецоперация на Украине 21 мая 2023: прямая онлайн-трансляция,Сайт KP.RU в онлайн-режиме публикует последние новости о военной спецоперации России на Украине на 21 мая 2023 года,2023-5-20,https://www.kp.ru/daily/27505.5/4765886/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401553
Герой спецоперации «Z» младший сержант Шипулин внезапным штурмом обратил врага в бегство,"В ходе стремительного боя, действуя в составе штурмовой группы, воин лично уничтожил боевую машину пехоты иностранного производства и двух украинских боевиков",2023-5-20,https://www.kp.ru/daily/27505.5/4765883/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401554
Жена сделала пугающее заявление об Эммануиле Виторгане: что случилось с актером,"Жена 83-летнего Эммануила Виторгана: ""Ничего не спрашивайте""",2023-5-20,https://www.kp.ru/daily/27505.5/4765897/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401555
Жених-банщик Волочковой с программы «Давай поженимся» арестован: Простит ли его избитая жена,"Бывшего бойфренда Анастасии Волочковой отправили в СИЗО после того, как он избил свою жену",2023-5-20,https://www.kp.ru/daily/27505.5/4765896/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401556
СБУ наняло жителя Волгограда сжечь Коран,После съемок уничтожения Корана украинские спецслужбы стали бесплатно использовать Никиту для видеофиксации военных объектов Волгограда,2023-5-20,https://www.kp.ru/daily/27505.5/4765888/?from=twall,Спецоперация на Украине,kp,2023-05-23 23:53:54.401557
"Политолог Коновалов о прошедшем саммите G7: страны Запада осознают, что нанести России серьезный удар невозможно",В Японии завершается встреча глав государств «Большой семерки»,2023-5-20,https://www.kp.ru/daily/27505.5/4765814/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401558
"Нефть, зерно, оборонка. ВВП России достиг рекордного уровня за последние восемь лет",Экономист Колташов объяснил рост ВВП России увеличением объемов и прибыли от экспорта,2023-5-20,https://www.kp.ru/daily/27505.5/4765809/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401559
"Ефремов поправился на 70 кило, а Матвеев стал дряхлым стариком: раскрыты секреты преображения звёзд","Художник по пластическому гриму и спецэффектам рассказал о преображении Максима Матвеева, Паулины Андреевой и Данилы Козловского",2023-5-20,https://www.kp.ru/daily/27505.5/4765805/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401561
"Страшное наводнение терзает север Италии: минимум 14 человек погибли, ущерб оценивается в миллиарды евро",Только в Эмилии-Романье погибли уже 14 человек,2023-5-20,https://www.kp.ru/daily/27505.5/4765795/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401562
Виктория Боня и внучка первого президента Узбекистана появились на Каннском фестивале в одинаковых платьях,Телеведущая выбрала наряд французского дизайнера,2023-5-20,https://www.kp.ru/daily/27505.5/4765802/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401563
Захарова ответила противникам открытия прямого авиасообщения с Грузией пронзительными словами,Захарова назвала беснованием реакцию грузинских политиков на возобновление авиасообщения с Россией,2023-5-20,https://www.kp.ru/daily/27505.5/4765781/?from=twall,КАРТИНА ДНЯ,kp,2023-05-23 23:53:54.401564
Лариса Долина рассказала о неприятной болезни Анжелики Варум,Супруга Леонида Агутина долгое время не появлялась на публике,2023-5-20,https://www.kp.ru/daily/27505.5/4765779/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401565
Модный скандал: Виктория Боня пришла на красную дорожку «Каннского кинофестиваля» в чужом платье,"Виктория Боня появилась в Каннах в том же платье, что бывшая жена Амирана Сардарова",2023-5-20,https://www.kp.ru/daily/27505.5/4765766/?from=twall,Шоу-бизнес,kp,2023-05-23 23:53:54.401566
