title,summary,date,link,type,source,date_parsed
В Саратовской области последний звонок прозвенел для более 30 тыс. выпускников,По сравнению с 2022 годом в области почти на 10% выросло число выпускников девятых классов,2023-5-23,https://tass.ru/obschestvo/17825099,Общество,tass,2023-05-23 23:53:39.827235
Республика Сербская высоко оценила диалог с Россией,Президент республики Милорад Додик отметил важность регулярных встреч с российскими представителями,2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17825331,Международная панорама,tass,2023-05-23 23:53:39.827236
В Донецке сработала система ПВО,В городе произошло около пяти взрывов,2023-5-23,https://tass.ru/proisshestviya/17825355,Происшествия,tass,2023-05-23 23:53:39.827238
В трех селах Курской области восстановили электроснабжение после атаки беспилотника,"Были обесточены села Плехово, Гуево и Горналь",2023-5-23,https://tass.ru/obschestvo/17824915,Общество,tass,2023-05-23 23:53:39.827239
Администрация не запрашивала у Конгресса США допфинансирование для Украины,"Член Палаты представителей Конгресса Томас Кин считает, что уровень запрошенного Белым домом финансирования сопоставим с довоенными показателями",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17825265,Международная панорама,tass,2023-05-23 23:53:39.827240
"В ""Ладе"" рассказали, почему пригласили Браташа на пост главного тренера","По мнению спортивного директора клуба Рафика Якубова, специалист прививает интересный стиль игры своим командам",2023-5-23,https://tass.ru/sport/17825293,Спорт,tass,2023-05-23 23:53:39.827241
Роспатент разрабатывает руководство по регистрации товарного знака в Китае,"В пресс-службе ведомства сообщили, что это поможет снизить издержки бизнеса стран, связанные с недостатком информации",2023-5-23,https://tass.ru/ekonomika/17825241,Экономика и бизнес,tass,2023-05-23 23:53:39.827242
США не намерены сейчас поставлять Украине ракеты ATACMS,"В Вашингтоне заявили, что сейчас предоставляют Киеву то, что, по их мнению, необходимо в настоящее время",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17825305,Международная панорама,tass,2023-05-23 23:53:39.827243
"Смагин считает, что для успеха на Гран-при FIDE Лагно важно показать стойкость характера",Во вторник российская шахматистка белыми фигурами проиграла немке Динаре Вагнер в партии четвертого этапа соревнований,2023-5-23,https://tass.ru/sport/17825231,Спорт,tass,2023-05-23 23:53:39.827244
Политические жалобы в Конституционный суд занимают последнее место по количеству,"По словам председателя КС РФ Валерия Зорькина, на первом месте находятся жалобы по гражданскому праву",2023-5-23,https://tass.ru/obschestvo/17825233,Общество,tass,2023-05-23 23:53:39.827245
Госдеп винит Россию в нарушении зерновой сделки,"Представитель американского внешнеполитического ведомства заявил, что угрозы выхода из сделки чреваты ростом цен на продовольствие",2023-5-23,https://tass.ru/ekonomika/17825209,Экономика и бизнес,tass,2023-05-23 23:53:39.827246
Более 75 тыс. человек бежали из Судана в Чад за время конфликта,В Международном комитете Красного Креста предупредили о возможности крупной гуманитарной катастрофы из-за отсутствия необходимых ресурсов для помощи беженцам,2023-5-23,https://tass.ru/obschestvo/17824965,Общество,tass,2023-05-23 23:53:39.827247
Хоккеист Толчинский подпишет пятилетний контракт со СКА,Об этом ТАСС сообщил источник,2023-5-23,https://tass.ru/sport/17825179,Спорт,tass,2023-05-23 23:53:39.827249
"""Макомнет"" получил полный контроль в операторе ""Максимателеком""","Один из ведущих телекоммуникационных операторов Москвы купил 23,7513% акций ООО ""СмартМолл""",2023-5-23,https://tass.ru/ekonomika/17825159,Москва,tass,2023-05-23 23:53:39.827250
